Order ID,Order Date,Customer Name,Segment,Region,State,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit
ORD-10131,2026-04-04,Customer 145,Consumer,Central,Chhattisgarh,Technology,Accessories,Keyboard,1,0.15,1973.55,137.27
ORD-10132,2024-11-19,Customer 149,Consumer,Central,Chhattisgarh,Furniture,Tables,Study Table,7,0.0,9427.88,1777.06
ORD-10133,2025-02-14,Customer 121,Consumer,North,Punjab,Office Supplies,Art,Markers,9,0.0,44740.89,12304.17
ORD-10134,2024-10-01,Customer 097,Corporate,East,Odisha,Technology,Phones,Feature Phone,6,0.1,26811.0,2184.38
ORD-10135,2024-03-08,Customer 033,Home Office,North,Haryana,Furniture,Bookcases,Wooden Bookcase,6,0.15,3474.63,213.69
ORD-10136,2024-08-04,Customer 064,Corporate,South,Karnataka,Technology,Laptops,Business Laptop,9,0.1,17643.66,3818.26
ORD-10137,2026-07-24,Customer 005,Consumer,East,West Bengal,Office Supplies,Paper,A4 Paper,1,0.1,3659.8,517.39
ORD-10138,2025-08-03,Customer 063,Home Office,South,Karnataka,Technology,Accessories,Headphones,8,0.2,19386.56,4536.39
ORD-10139,2026-06-16,Customer 188,Home Office,North,Punjab,Office Supplies,Paper,A4 Paper,1,0.05,747.33,3.21
ORD-10140,2026-01-05,Customer 134,Consumer,East,Bihar,Furniture,Bookcases,Metal Bookcase,4,0.0,6314.6,1735.57
ORD-10141,2024-11-18,Customer 165,Home Office,West,Gujarat,Office Supplies,Paper,A4 Paper,7,0.0,19765.69,5337.22
ORD-10142,2024-08-05,Customer 138,Corporate,West,Rajasthan,Office Supplies,Art,Pens,7,0.1,5236.37,-72.28
ORD-10143,2025-11-02,Customer 107,Home Office,South,Karnataka,Office Supplies,Art,Markers,8,0.15,31159.16,2136.39
ORD-10144,2025-05-26,Customer 217,Corporate,Central,Madhya Pradesh,Office Supplies,Paper,Notebook,4,0.0,6873.16,1732.05
ORD-10145,2025-02-09,Customer 019,Consumer,North,Haryana,Furniture,Chairs,Office Chair,5,0.15,8279.51,1134.72
ORD-10146,2026-06-24,Customer 049,Home Office,Central,Madhya Pradesh,Office Supplies,Paper,Notebook,5,0.0,23947.0,-89.78
ORD-10147,2026-07-25,Customer 073,Corporate,North,Haryana,Office Supplies,Paper,A4 Paper,7,0.15,27275.51,975.96
ORD-10148,2025-10-20,Customer 206,Home Office,West,Rajasthan,Furniture,Tables,Conference Table,5,0.1,8380.17,735.46
ORD-10149,2025-04-14,Customer 005,Corporate,West,Gujarat,Technology,Laptops,Business Laptop,7,0.0,2268.07,423.79
ORD-10150,2024-05-26,Customer 128,Home Office,Central,Chhattisgarh,Office Supplies,Paper,A4 Paper,6,0.15,6258.16,1376.86
ORD-10151,2024-09-28,Customer 185,Home Office,East,Odisha,Office Supplies,Art,Pens,8,0.05,7024.98,-133.93
ORD-10152,2024-05-22,Customer 172,Consumer,West,Maharashtra,Furniture,Bookcases,Wooden Bookcase,9,0.0,2391.66,622.47
ORD-10153,2024-09-09,Customer 117,Corporate,North,Punjab,Technology,Accessories,Headphones,2,0.0,7130.26,-8.99
ORD-10154,2026-02-01,Customer 004,Consumer,North,Haryana,Furniture,Bookcases,Metal Bookcase,8,0.15,1204.21,142.81
ORD-10155,2025-07-28,Customer 046,Consumer,Central,Chhattisgarh,Furniture,Tables,Study Table,9,0.2,29408.18,2205.8
ORD-10156,2025-07-05,Customer 102,Consumer,North,Haryana,Technology,Phones,Smartphone,10,0.05,25456.49,413.33
ORD-10157,2024-09-26,Customer 220,Home Office,East,Odisha,Office Supplies,Art,Markers,4,0.0,6279.52,975.49
ORD-10158,2026-02-03,Customer 044,Consumer,North,Delhi,Office Supplies,Storage,Storage Box,9,0.2,17513.42,-1341.49
ORD-10159,2025-08-21,Customer 178,Home Office,West,Gujarat,Furniture,Tables,Study Table,9,0.0,41434.65,-161.17
ORD-10160,2025-03-14,Customer 218,Corporate,West,Gujarat,Technology,Phones,Feature Phone,9,0.0,25750.8,-397.4
ORD-10161,2026-07-08,Customer 214,Corporate,North,Delhi,Furniture,Chairs,Ergonomic Chair,2,0.15,2662.98,17.5
ORD-10162,2025-08-20,Customer 112,Consumer,Central,Chhattisgarh,Office Supplies,Art,Markers,2,0.05,4852.37,-294.39
ORD-10163,2025-02-12,Customer 116,Corporate,North,Punjab,Furniture,Bookcases,Metal Bookcase,6,0.05,1397.47,282.4
ORD-10164,2025-01-05,Customer 198,Home Office,South,Tamil Nadu,Furniture,Tables,Conference Table,3,0.2,8233.2,467.86
ORD-10165,2024-08-12,Customer 040,Home Office,East,West Bengal,Furniture,Chairs,Office Chair,5,0.2,3422.72,692.08
ORD-10166,2024-05-21,Customer 070,Consumer,West,Gujarat,Office Supplies,Paper,A4 Paper,1,0.1,4248.46,210.6
ORD-10167,2025-06-05,Customer 023,Corporate,South,Karnataka,Technology,Laptops,Business Laptop,9,0.1,22827.66,-977.36
ORD-10168,2025-05-20,Customer 022,Home Office,Central,Madhya Pradesh,Furniture,Bookcases,Metal Bookcase,7,0.1,1010.96,60.26
ORD-10169,2024-04-03,Customer 127,Consumer,Central,Madhya Pradesh,Furniture,Bookcases,Wooden Bookcase,7,0.05,6188.22,175.79
ORD-10170,2026-02-12,Customer 064,Home Office,North,Delhi,Office Supplies,Storage,Storage Box,5,0.0,12363.65,618.24
ORD-10171,2024-02-18,Customer 086,Home Office,West,Rajasthan,Furniture,Chairs,Ergonomic Chair,2,0.0,1527.8,399.64
ORD-10172,2026-05-31,Customer 178,Consumer,West,Gujarat,Office Supplies,Storage,Storage Box,10,0.05,7286.6,999.4
ORD-10173,2024-04-22,Customer 148,Consumer,West,Gujarat,Technology,Laptops,Business Laptop,5,0.2,14803.52,1432.43
ORD-10174,2024-06-05,Customer 140,Consumer,East,Odisha,Office Supplies,Storage,Storage Box,2,0.0,9334.26,1243.34
ORD-10175,2025-10-04,Customer 218,Corporate,Central,Madhya Pradesh,Furniture,Tables,Study Table,8,0.2,25655.42,-1413.69
ORD-10176,2024-06-12,Customer 097,Consumer,West,Maharashtra,Furniture,Tables,Study Table,5,0.2,13309.8,962.65
ORD-10177,2026-03-22,Customer 010,Corporate,West,Rajasthan,Office Supplies,Art,Pens,9,0.2,18593.28,1312.47
ORD-10178,2025-11-27,Customer 166,Home Office,Central,Madhya Pradesh,Technology,Phones,Feature Phone,3,0.0,9810.9,1204.38
ORD-10179,2025-03-08,Customer 143,Home Office,West,Gujarat,Office Supplies,Paper,A4 Paper,2,0.15,2325.29,439.17
ORD-10180,2025-09-02,Customer 039,Corporate,Central,Madhya Pradesh,Office Supplies,Storage,Storage Box,8,0.15,26414.46,4452.35
ORD-10181,2024-03-06,Customer 080,Corporate,North,Punjab,Technology,Laptops,Business Laptop,2,0.2,1069.98,-31.03
ORD-10182,2025-01-29,Customer 082,Consumer,West,Maharashtra,Furniture,Tables,Conference Table,8,0.2,3701.44,632.33
ORD-10183,2025-01-25,Customer 190,Consumer,East,West Bengal,Furniture,Chairs,Office Chair,6,0.2,15720.24,3270.09
ORD-10184,2025-09-02,Customer 104,Home Office,Central,Madhya Pradesh,Furniture,Chairs,Ergonomic Chair,9,0.1,17732.6,61.5
ORD-10185,2025-04-24,Customer 116,Home Office,South,Karnataka,Furniture,Bookcases,Metal Bookcase,7,0.15,1446.09,344.05
ORD-10186,2025-06-25,Customer 017,Home Office,West,Gujarat,Technology,Accessories,Headphones,4,0.2,4684.45,989.09
ORD-10187,2024-09-14,Customer 126,Home Office,North,Haryana,Technology,Laptops,Business Laptop,4,0.05,8899.6,1436.86
ORD-10188,2025-07-20,Customer 159,Consumer,East,Bihar,Office Supplies,Art,Pens,10,0.05,6267.53,1406.35
ORD-10189,2026-05-31,Customer 096,Home Office,East,Bihar,Furniture,Chairs,Office Chair,6,0.05,3861.86,-146.36
ORD-10190,2024-01-12,Customer 138,Home Office,South,Telangana,Office Supplies,Storage,File Cabinet,10,0.0,19801.8,1885.16
ORD-10191,2025-11-27,Customer 092,Consumer,South,Telangana,Technology,Laptops,Business Laptop,3,0.1,2745.31,392.55
ORD-10192,2026-01-08,Customer 114,Corporate,West,Maharashtra,Technology,Laptops,Business Laptop,7,0.1,21766.56,3823.32
ORD-10193,2024-04-27,Customer 044,Corporate,South,Karnataka,Furniture,Chairs,Office Chair,5,0.0,1301.05,147.72
ORD-10194,2025-11-29,Customer 094,Home Office,Central,Chhattisgarh,Furniture,Bookcases,Wooden Bookcase,10,0.15,5606.69,1213.19
ORD-10195,2026-06-25,Customer 077,Consumer,North,Haryana,Office Supplies,Art,Markers,7,0.2,3370.3,641.99
ORD-10196,2025-07-03,Customer 189,Home Office,West,Gujarat,Office Supplies,Paper,Notebook,2,0.0,7801.2,-34.67
ORD-10197,2026-02-07,Customer 207,Consumer,East,Bihar,Furniture,Bookcases,Metal Bookcase,3,0.0,9357.42,1991.92
ORD-10198,2024-09-30,Customer 069,Home Office,Central,Chhattisgarh,Furniture,Tables,Study Table,6,0.05,27913.47,674.39
ORD-10199,2026-02-26,Customer 183,Corporate,North,Delhi,Office Supplies,Paper,Notebook,3,0.0,10610.97,104.88
ORD-10200,2025-10-18,Customer 116,Consumer,South,Telangana,Office Supplies,Storage,File Cabinet,10,0.2,25590.16,1768.82
ORD-10201,2024-12-14,Customer 001,Home Office,North,Punjab,Furniture,Bookcases,Metal Bookcase,6,0.1,12571.25,475.5
ORD-10202,2024-04-24,Customer 110,Consumer,North,Haryana,Office Supplies,Art,Pens,2,0.1,7197.88,-11.38
ORD-10203,2024-10-27,Customer 202,Corporate,West,Gujarat,Office Supplies,Storage,Storage Box,9,0.15,22428.81,5088.47
ORD-10204,2025-03-21,Customer 001,Corporate,North,Delhi,Technology,Accessories,Keyboard,1,0.0,708.76,55.89
ORD-10205,2024-06-10,Customer 093,Corporate,South,Telangana,Technology,Accessories,Keyboard,3,0.05,12496.31,-579.8
ORD-10206,2025-04-09,Customer 194,Consumer,North,Punjab,Furniture,Bookcases,Wooden Bookcase,1,0.05,1939.97,351.82
ORD-10207,2024-01-04,Customer 058,Home Office,West,Rajasthan,Technology,Accessories,Headphones,1,0.0,1145.76,-36.93
ORD-10208,2026-01-09,Customer 123,Consumer,West,Maharashtra,Technology,Accessories,Keyboard,2,0.1,8895.53,1510.92
ORD-10209,2026-06-15,Customer 199,Consumer,South,Tamil Nadu,Technology,Accessories,Headphones,2,0.05,3107.3,-95.19
ORD-10210,2026-01-06,Customer 055,Home Office,South,Karnataka,Furniture,Bookcases,Wooden Bookcase,10,0.1,29565.9,1372.67
